date,risk,growth,inflation,rates,liquidity,dollar,oil
2008-01-31,,156.50135517827582,111.98605066432312,2.17,,19.451040267944336,578.7999877929688
2008-02-29,,153.72469157630707,112.18884967871062,1.65,7498.3,19.0444278717041,643.3599853515625
2008-03-31,59.41696315327919,154.30655799511243,110.5534161221929,1.62,7602.0,18.588022232055664,650.8800048828125
2008-04-30,65.74075565928207,160.05134615497474,111.70647779290296,2.29,7661.6,18.762287139892578,740.0
2008-05-31,67.50855002838429,156.70424606120642,113.84934800843904,2.66,7676.7,18.84526824951172,824.47998046875
2008-06-30,61.41271058611477,146.19192852154998,114.57381769267823,2.63,7684.5,18.662708282470703,909.280029296875
2008-07-31,59.04862031941673,143.85697397851717,113.06058495659558,2.52,7687.2,18.853567123413086,799.9199829101562
2008-08-31,57.18855319696088,143.9150423514068,112.23009682612728,2.36,7725.8,19.865949630737305,742.9600219726562
2008-09-30,50.24723577961945,128.1453052042149,107.86760067068838,2.0,7716.1,20.28086280822754,656.0800170898438
2008-10-31,41.35534408856767,119.87796099777606,100.00442208130552,1.56,7768.9,21.990297317504883,444.7200012207031
2008-11-30,35.01887384086209,110.25151540230304,93.62215739707547,1.0,7878.9,22.03178596496582,336.7200012207031
2008-12-31,35.1217374346482,112.79811437311072,94.82163855982546,0.76,7934.5,20.626041412353516,264.79998779296875
2009-01-31,32.38304262860848,106.9723868520713,98.61688145001203,0.94,8154.1,21.67864990234375,233.75999450683594
2009-02-28,29.45476464520851,96.5574895695051,97.16378560523356,1.0,8243.9,22.12140655517578,216.39999389648438
2009-03-31,31.136828838384922,100.78918854083591,99.60188384430083,0.81,8276.5,21.41967010498047,232.39999389648438
2009-04-30,36.10666265406598,114.13206844353347,100.57480017291238,0.91,8316.6,21.169052124023438,229.0399932861328
2009-05-31,40.738779909769136,112.24652163330285,104.75915563707025,0.92,8264.1,19.824054718017578,291.20001220703125
2009-06-30,40.34524102263752,110.11460912651452,105.55470264343856,1.11,8327.9,19.966073989868164,303.44000244140625
2009-07-31,43.782872712166,112.27041842074614,104.77621339749561,1.13,8370.1,19.48154067993164,294.4800109863281
2009-08-31,44.74064038321008,116.20829173696696,104.85718972581361,0.97,8347.9,19.431419372558594,288.3999938964844
2009-09-30,46.39499990801846,119.04611155795743,105.7889889937695,0.95,8297.9,19.038780212402344,289.5199890136719
2009-10-31,45.204918177784485,112.66323691598156,107.14753227975064,0.9,8333.1,18.96359634399414,314.55999755859375
2009-11-30,46.702706067267904,118.20552511170207,107.96910211504988,0.67,8360.1,18.520830154418945,313.20001220703125
2009-12-31,49.76918988288366,120.45120112928161,110.58216413600321,1.14,8392.0,19.281044006347656,314.239990234375
2010-01-31,46.04172202453096,119.89706433671617,109.67486937580647,0.82,8524.3,19.590145111083984,285.1199951171875
2010-02-28,46.88628982706008,122.41252944539184,107.88760458209485,0.81,8463.2,19.748870849609375,310.55999755859375
2010-03-31,50.38643180101721,128.22299419187814,109.03377001514733,1.02,8518.4,19.882535934448242,322.32000732421875
2010-04-30,49.45327316809366,135.1334813730907,109.95861540834953,0.97,8512.2,20.016197204589844,330.6400146484375
2010-05-31,43.53958131724557,128.77670523879655,107.02998479831594,0.76,8479.9,21.169052124023438,272.32000732421875
2010-06-30,40.74825460629249,123.0375639384533,105.19325051644017,0.61,8560.2,20.935134887695312,271.67999267578125
2010-07-31,44.15057106092184,128.41317223231485,103.99176980804289,0.55,8611.4,19.83241081237793,282.7200012207031
2010-08-31,40.88814089253568,121.76687423989286,102.56901027100595,0.47,8610.7,20.14986228942871,255.36000061035156
2010-09-30,44.90039389049398,128.06996285207333,103.37786493925806,0.42,8657.9,19.080549240112305,278.7200012207031
2010-10-31,46.58707837185926,127.67907466409268,105.94328161292873,0.34,8709.1,18.68791389465332,281.3599853515625
2010-11-30,45.98166022430316,131.44106169853114,105.09397219899132,0.45,8767.1,19.631912231445312,288.32000732421875
2010-12-31,51.32556927031549,135.31514664844744,107.31751481656197,0.61,8804.1,18.971946716308594,312.0
2011-01-31,51.88479597418376,142.7255452920623,107.36024449255062,0.58,8816.4,18.67955780029297,308.8800048828125
2011-02-28,53.60869568208271,141.6383503924544,108.36007744863433,0.69,8837.7,18.45400047302246,313.5199890136719
2011-03-31,53.22942593852297,143.01542605406505,109.81954334317332,0.8,8890.0,18.203378677368164,340.79998779296875
2011-04-30,54.78527875752872,139.46776376625158,110.39838160503162,0.61,8912.9,17.501644134521484,361.20001220703125
2011-05-31,52.40233714809986,132.29591745991092,107.98627163632376,0.45,8946.1,17.827449798583984,324.0
2011-06-30,51.740482119301355,135.17603430144968,109.35307862696116,0.45,9000.8,17.727201461791992,297.9200134277344
2011-07-31,49.0076126553403,127.5168674696565,110.12680757969382,0.36,9111.4,17.568477630615234,299.3599853515625
2011-08-31,43.38301406253696,118.90205608736997,105.90931277909507,0.2,9313.6,17.60188865661621,276.0799865722656
2011-09-30,38.00382767969879,111.50707397586864,103.58287365221717,0.25,9544.9,18.637786865234375,243.9199981689453
2011-10-31,42.85881838244903,121.8647135560346,107.1054172689958,0.25,9578.3,18.019590377807617,285.9200134277344
2011-11-30,42.12249777799387,120.24696732655822,107.0472622796416,0.25,9607.5,18.428937911987305,310.239990234375
2011-12-31,40.90904864830541,117.30301755016647,105.13309930988767,0.25,9641.6,18.771451950073242,304.8800048828125
2012-01-31,42.781227414873996,127.69583864277833,106.61964220747574,0.22,9640.1,18.479061126708984,302.55999755859375
2012-02-29,45.39647894208824,126.51667203890656,107.18210066097672,0.3,9766.0,18.345396041870117,327.3599853515625
2012-03-31,46.644398763594346,123.91289258312796,107.97896361252276,0.33,9785.8,18.303627014160156,313.8399963378906
2012-04-30,44.982098845824005,122.19662781338988,107.21600562221562,0.27,9798.7,18.220083236694336,317.44000244140625
2012-05-31,39.66948223209793,115.82610741751922,106.25380582420931,0.27,9842.3,19.205860137939453,260.8800048828125
2012-06-30,41.854997748144065,115.52627474756339,105.98217474210156,0.33,9874.9,18.771451950073242,254.63999938964844
2012-07-31,41.61543676583368,113.18030543300816,106.35165611884713,0.23,9944.4,18.971946716308594,261.44000244140625
